,Artista,link
1527,Alabama Shakes,https://www.bandsintown.com/a/1946416?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1559,Noah Claunch,https://www.bandsintown.com/a/8489136?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1567,Saint Serpent,https://www.bandsintown.com/a/15373490?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1571,Daveonce Washington,https://www.bandsintown.com/a/15528718?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1574,Mystic Daze Music,https://www.bandsintown.com/a/15546568?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1605,Joe Bonamassa,https://www.bandsintown.com/a/7442?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1609,Slightly Stoopid,https://www.bandsintown.com/a/325?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1616,The Doobie Brothers,https://www.bandsintown.com/a/37982?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1633,Alabama,https://www.bandsintown.com/a/1880?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1634,Sepultura,https://www.bandsintown.com/a/1641?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1665,Jason Gardner,https://www.bandsintown.com/a/15545702?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1691,Palace Floor,https://www.bandsintown.com/a/15554233?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1713,Tedeschi Trucks Band,https://www.bandsintown.com/a/1382735?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1718,Tom Waits,https://www.bandsintown.com/a/1606?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1722,Nina Simone,https://www.bandsintown.com/a/1513?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1749,Sturgill Simpson,https://www.bandsintown.com/a/4919936?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1766,The Small Fortunes,https://www.bandsintown.com/a/15554303?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1772,Ray Charles,https://www.bandsintown.com/a/3834?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1777,Travis Tritt,https://www.bandsintown.com/a/27225?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1783,The Black Crowes,https://www.bandsintown.com/a/3403?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1812,Bonnie Raitt,https://www.bandsintown.com/a/28720?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1822,KALEO,https://www.bandsintown.com/a/21261?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1826,B.B. King,https://www.bandsintown.com/a/4553?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1830,The Charlie Daniels Band,https://www.bandsintown.com/a/27356?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1842,Amos Lee,https://www.bandsintown.com/a/1368?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1845,Wolfmother,https://www.bandsintown.com/a/238?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1860,Buddy Guy,https://www.bandsintown.com/a/5716?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1865,Gov't Mule,https://www.bandsintown.com/a/3266?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1874,U2,https://www.bandsintown.com/a/315?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1875,Red Hot Chili Peppers,https://www.bandsintown.com/a/44?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1876,The Beatles,https://www.bandsintown.com/a/316?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1877,Linkin Park,https://www.bandsintown.com/a/32?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1884,Lil Wayne,https://www.bandsintown.com/a/10?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1890,Foo Fighters,https://www.bandsintown.com/a/250?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1891,Queen,https://www.bandsintown.com/a/26635?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1892,Nirvana,https://www.bandsintown.com/a/184?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1893,Mumford & Sons,https://www.bandsintown.com/a/185891?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1894,AC/DC,https://www.bandsintown.com/a/26647?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1897,Guns N' Roses,https://www.bandsintown.com/a/145310?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1902,The Rolling Stones,https://www.bandsintown.com/a/1002?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1905,Muse,https://www.bandsintown.com/a/143?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1910,Kings of Leon,https://www.bandsintown.com/a/983?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1911,Panic! At The Disco,https://www.bandsintown.com/a/1938355?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1922,Pearl Jam,https://www.bandsintown.com/a/589?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1927,Disturbed,https://www.bandsintown.com/a/68?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1928,The Lumineers,https://www.bandsintown.com/a/361853?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1929,Aerosmith,https://www.bandsintown.com/a/26643?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1931,Bon Jovi,https://www.bandsintown.com/a/300?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1933,Fleetwood Mac,https://www.bandsintown.com/a/26656?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1934,Avenged Sevenfold,https://www.bandsintown.com/a/42?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1940,Evanescence,https://www.bandsintown.com/a/47?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1944,Iron Maiden,https://www.bandsintown.com/a/1301?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1948,Ozzy Osbourne,https://www.bandsintown.com/a/625?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1949,Journey,https://www.bandsintown.com/a/228?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1950,Eagles,https://www.bandsintown.com/a/26649?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1951,Train,https://www.bandsintown.com/a/654?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1954,Sublime,https://www.bandsintown.com/a/109?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1957,Breaking Benjamin,https://www.bandsintown.com/a/64?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1961,David Bowie,https://www.bandsintown.com/a/951?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1965,Rise Against,https://www.bandsintown.com/a/118?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1969,Snailmate,https://www.bandsintown.com/a/11966894?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1971,ANTISAINT,https://www.bandsintown.com/a/1554475?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1972,Moonsville Collective,https://www.bandsintown.com/a/1965288?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1973,SUGAR: THE NU-METAL PARTY,https://www.bandsintown.com/a/15515294?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1975,Thunder Jackson,https://www.bandsintown.com/a/12576321?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1978,Dom Martin,https://www.bandsintown.com/a/680104?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1979,Keenan O'Meara,https://www.bandsintown.com/a/2207032?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1980,Frank Palangi,https://www.bandsintown.com/a/1064458?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1982,Wayne Graham,https://www.bandsintown.com/a/1211274?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1983,Fiver,https://www.bandsintown.com/a/180923?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1987,Control Freak (FL),https://www.bandsintown.com/a/885660?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1993,Kashmir - The Spirit of Led Zeppelin Live!,https://www.bandsintown.com/a/14768814?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1994,Kougaran,https://www.bandsintown.com/a/1398244?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1997,Void Droid,https://www.bandsintown.com/a/5681880?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
1999,Station 17,https://www.bandsintown.com/a/291258?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2002,Honey Trap,https://www.bandsintown.com/a/275401?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2007,Black Smoke,https://www.bandsintown.com/a/1809032?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2008,Pandhora,https://www.bandsintown.com/a/1007660?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2014,Monster A Go-Go,https://www.bandsintown.com/a/418774?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2015,The Holidazed,https://www.bandsintown.com/a/1117219?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2020,Billy Joel,https://www.bandsintown.com/a/26640?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2021,Incubus,https://www.bandsintown.com/a/40?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2033,Jimi Hendrix,https://www.bandsintown.com/a/773?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2036,Bruce Springsteen,https://www.bandsintown.com/a/26654?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2037,Rob Zombie,https://www.bandsintown.com/a/192?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2039,Dave Matthews Band,https://www.bandsintown.com/a/209?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2041,Pantera,https://www.bandsintown.com/a/273?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2043,3 Doors Down,https://www.bandsintown.com/a/65?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2045,Shinedown,https://www.bandsintown.com/a/230?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2046,Def Leppard,https://www.bandsintown.com/a/528?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2050,Brantley Gilbert,https://www.bandsintown.com/a/1710?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2051,The Who,https://www.bandsintown.com/a/554?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2052,Kiss,https://www.bandsintown.com/a/50049?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2055,John Lennon,https://www.bandsintown.com/a/26650?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2061,Marilyn Manson,https://www.bandsintown.com/a/26648?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2062,Queens of the Stone Age,https://www.bandsintown.com/a/796?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2065,Skillet,https://www.bandsintown.com/a/462?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2078,Deadlands - NY,https://www.bandsintown.com/a/15517914?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2080,Dreamkillers From Brisbane Australia.,https://www.bandsintown.com/a/13061115?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2089,Kaufmann,https://www.bandsintown.com/a/320879?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2095,Bill Bartholomew,https://www.bandsintown.com/a/321580?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2096,Princess Thailand,https://www.bandsintown.com/a/14831977?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2097,Vultan,https://www.bandsintown.com/a/2291011?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2103,Steve Waldrip,https://www.bandsintown.com/a/2994461?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2104,Miss Olivia and the Interlopers,https://www.bandsintown.com/a/14859949?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2108,Matt Rogers Country,https://www.bandsintown.com/a/15474415?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2109,SEVIT,https://www.bandsintown.com/a/11290828?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2111,Blazing Eternity,https://www.bandsintown.com/a/129739?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2112,Whiskey Mash Band,https://www.bandsintown.com/a/15489559?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2115,JESHUA MARSHALL,https://www.bandsintown.com/a/10815296?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2117,Caligo,https://www.bandsintown.com/a/864403?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
2119,Neil Young,https://www.bandsintown.com/a/1343?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
